path,label,class_id
./detector_dataset\genuine\extra__n006460__0109_01.jpg,0,n006460
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n000973.jpg,1,n000973
./detector_dataset\genuine\orig__n001149__0162_04.jpg,0,n001149
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003181__0203_02.png,1,n003181
./detector_dataset\genuine\extra__n000227__0113_01.jpg,0,n000227
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n000227__0251_01.png,1,n000227
./detector_dataset\genuine\extra__n003064__0037_01.jpg,0,n003064
./detector_dataset\genuine\extra__n005106__0184_01.jpg,0,n005106
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n004934__0113_01.png,1,n004934
./detector_dataset\genuine\extra__n006971__0923_01.jpg,0,n006971
./detector_dataset\adversarial\FGSM__eps_0_010__n001512__0115_01.png,1,n001512
./detector_dataset\genuine\extra__n005482__0193_01.jpg,0,n005482
./detector_dataset\genuine\extra__n005591__0293_01.jpg,0,n005591
./detector_dataset\genuine\extra__n003444__0350_01.jpg,0,n003444
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n005438.jpg,1,n005438
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n001432.jpg,1,n001432
./detector_dataset\adversarial\FGSM__eps_0_010__n001693__0213_01.png,1,n001693
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003878__0251_01.jpg,1,n003878
./detector_dataset\genuine\orig__n003045__0118_09.jpg,0,n003045
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n000915.jpg,1,n000915
./detector_dataset\genuine\extra__n008462__0246_01.jpg,0,n008462
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n008360__0089_01.png,1,n008360
./detector_dataset\genuine\orig__n008360__0212_03.jpg,0,n008360
./detector_dataset\genuine\extra__n001774__0073_02.jpg,0,n001774
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n004275.jpg,1,n004275
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n006614__0168_01.png,1,n006614
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n003806__0089_01.png,1,n003806
./detector_dataset\genuine\extra__n005608__0178_01.jpg,0,n005608
./detector_dataset\adversarial\FGSM__eps_0_005__n006614__0102_01.png,1,n006614
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n004722__0115_01.png,1,n004722
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001432__0010_01.jpg,1,n001432
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n001511__0294_01.png,1,n001511
./detector_dataset\genuine\extra__n000227__0451_01.jpg,0,n000227
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n004722__0451_01.png,1,n004722
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n008462__0345_05.jpg,1,n008462
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001512__0470_01.png,1,n001512
./detector_dataset\genuine\extra__n005482__0037_01.jpg,0,n005482
./detector_dataset\genuine\extra__n008571__0303_01.jpg,0,n008571
./detector_dataset\genuine\extra__n007034__0133_03.jpg,0,n007034
./detector_dataset\genuine\extra__n005884__0246_01.jpg,0,n005884
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n007469.jpg,1,n007469
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n002694__0168_01.png,1,n002694
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n009093__0069_01.png,1,n009093
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n001706__0184_01.png,1,n001706
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n005067.jpg,1,n005067
./detector_dataset\genuine\extra__n006614__0220_01.jpg,0,n006614
./detector_dataset\genuine\extra__n001638__0006_01.jpg,0,n001638
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n005482.jpg,1,n005482
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001266__0168_01.png,1,n001266
./detector_dataset\genuine\extra__n000915__0371_02.jpg,0,n000915
./detector_dataset\genuine\extra__n009093__0204_01.jpg,0,n009093
./detector_dataset\genuine\extra__n005106__0089_01.jpg,0,n005106
./detector_dataset\genuine\extra__n003729__0195_01.jpg,0,n003729
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n003444__0069_01.jpg,1,n003444
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n006971.jpg,1,n006971
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n003806.jpg,1,n003806
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n006618__0394_01.png,1,n006618
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n004491__0010_01.png,1,n004491
./detector_dataset\genuine\orig__n003727__0388_03.jpg,0,n003727
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n003181.jpg,1,n003181
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n004722__0069_01.png,1,n004722
./detector_dataset\genuine\extra__n003878__0396_01.jpg,0,n003878
./detector_dataset\genuine\extra__n001664__0114_01.jpg,0,n001664
./detector_dataset\adversarial\FGSM__eps_0_100__n004530__0251_01.png,1,n004530
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005884__0257_01.png,1,n005884
./detector_dataset\genuine\extra__n006618__0195_01.jpg,0,n006618
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n005106.jpg,1,n005106
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n004722.jpg,1,n004722
./detector_dataset\adversarial\FGSM__eps_0_005__n005884__0257_01.png,1,n005884
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n002694.jpg,1,n002694
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001266__0102_01.png,1,n001266
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n002818__0115_01.png,1,n002818
./detector_dataset\genuine\orig__n001638__0113_01.jpg,0,n001638
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n005010__0184_01.png,1,n005010
./detector_dataset\genuine\extra__n001112__0074_01.jpg,0,n001112
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n000915__0065_02.png,1,n000915
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001774__0010_01.png,1,n001774
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n005482__0270_05.png,1,n005482
./detector_dataset\genuine\extra__n009216__0291_01.jpg,0,n009216
./detector_dataset\genuine\extra__n003729__0365_02.jpg,0,n003729
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n007469__0168_01.jpg,1,n007469
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001693__0069_01.png,1,n001693
./detector_dataset\genuine\extra__n007224__0167_01.jpg,0,n007224
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001511.jpg,1,n001511
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n000973.jpg,1,n000973
./detector_dataset\genuine\extra__n001511__0362_01.jpg,0,n001511
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003666__0327_01.png,1,n003666
./detector_dataset\genuine\extra__n001266__0050_01.jpg,0,n001266
./detector_dataset\genuine\extra__n008462__0133_02.jpg,0,n008462
./detector_dataset\genuine\extra__n001706__0257_01.jpg,0,n001706
./detector_dataset\genuine\extra__n005608__0226_01.jpg,0,n005608
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n003181.jpg,1,n003181
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n007034__0168_01.png,1,n007034
./detector_dataset\genuine\extra__n002655__0279_02.jpg,0,n002655
./detector_dataset\genuine\extra__n001266__0213_01.jpg,0,n001266
./detector_dataset\genuine\orig__n007995__0303_03.jpg,0,n007995
./detector_dataset\genuine\extra__n002818__0101_01.jpg,0,n002818
./detector_dataset\genuine\extra__n004934__0167_01.jpg,0,n004934
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n003806__0168_01.png,1,n003806
./detector_dataset\genuine\orig__n004934__0424_04.jpg,0,n004934
./detector_dataset\genuine\extra__n007881__0320_06.jpg,0,n007881
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001104__0251_01.png,1,n001104
./detector_dataset\genuine\extra__n004491__0186_01.jpg,0,n004491
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n009093__0115_01.png,1,n009093
./detector_dataset\adversarial\FGSM__eps_0_010__n006460__0184_01.png,1,n006460
./detector_dataset\genuine\orig__n000100__0051_02.jpg,0,n000100
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n000100.jpg,1,n000100
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n003181.jpg,1,n003181
./detector_dataset\genuine\extra__n001638__0083_01.jpg,0,n001638
./detector_dataset\genuine\extra__n004988__0365_01.jpg,0,n004988
./detector_dataset\genuine\extra__n004491__0498_01.jpg,0,n004491
./detector_dataset\genuine\extra__n001432__0407_01.jpg,0,n001432
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n008360__0257_01.jpg,1,n008360
./detector_dataset\genuine\extra__n001511__0010_01.jpg,0,n001511
./detector_dataset\genuine\extra__n003181__0546_01.jpg,0,n003181
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n002818__0010_01.jpg,1,n002818
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n002978__0257_01.png,1,n002978
./detector_dataset\genuine\extra__n005591__0327_01.jpg,0,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n002972.jpg,1,n002972
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003500__0257_01.png,1,n003500
./detector_dataset\genuine\orig__n007034__0069_01.jpg,0,n007034
./detector_dataset\genuine\extra__n001517__0327_01.jpg,0,n001517
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001149.jpg,1,n001149
./detector_dataset\genuine\extra__n002655__0292_02.jpg,0,n002655
./detector_dataset\genuine\extra__n001693__0531_01.jpg,0,n001693
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n001432.jpg,1,n001432
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n008571__0451_01.jpg,1,n008571
./detector_dataset\genuine\extra__n001638__0084_01.jpg,0,n001638
./detector_dataset\genuine\extra__n001511__0037_01.jpg,0,n001511
./detector_dataset\genuine\extra__n008571__0485_02.jpg,0,n008571
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n001706__0394_01.png,1,n001706
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003878__0198_02.png,1,n003878
./detector_dataset\genuine\extra__n004530__0102_01.jpg,0,n004530
./detector_dataset\genuine\extra__n001511__0028_01.jpg,0,n001511
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n008245__0102_01.png,1,n008245
./detector_dataset\genuine\extra__n007469__0362_01.jpg,0,n007469
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n001693__0394_01.png,1,n001693
./detector_dataset\genuine\orig__n005482__0183_03.jpg,0,n005482
./detector_dataset\genuine\extra__n004934__0028_01.jpg,0,n004934
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n003806__0257_01.png,1,n003806
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n008245.jpg,1,n008245
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001266__0184_01.png,1,n001266
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n001512.jpg,1,n001512
./detector_dataset\genuine\orig__n001638__0115_01.jpg,0,n001638
./detector_dataset\genuine\extra__n002818__0028_01.jpg,0,n002818
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n002818__0032_01.png,1,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n003444.jpg,1,n003444
./detector_dataset\genuine\extra__n007034__0327_01.jpg,0,n007034
./detector_dataset\genuine\extra__n000227__0185_03.jpg,0,n000227
./detector_dataset\genuine\extra__n007469__0190_01.jpg,0,n007469
./detector_dataset\genuine\extra__n005608__0251_01.jpg,0,n005608
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n002655__0294_01.png,1,n002655
./detector_dataset\genuine\extra__n001693__0400_01.jpg,0,n001693
./detector_dataset\genuine\extra__n003729__0338_01.jpg,0,n003729
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001116__0168_01.png,1,n001116
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n003878.jpg,1,n003878
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n008245__0010_01.png,1,n008245
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n000879__0168_01.png,1,n000879
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n008462.jpg,1,n008462
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n004988.jpg,1,n004988
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n005591__0213_01.png,1,n005591
./detector_dataset\genuine\extra__n004275__0438_01.jpg,0,n004275
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n005438__0069_01.png,1,n005438
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n002818__0089_01.png,1,n002818
./detector_dataset\genuine\extra__n001116__0226_01.jpg,0,n001116
./detector_dataset\genuine\extra__n004055__0050_01.jpg,0,n004055
./detector_dataset\genuine\extra__n001104__0074_01.jpg,0,n001104
./detector_dataset\genuine\extra__n005067__0394_01.jpg,0,n005067
./detector_dataset\genuine\extra__n005591__0051_02.jpg,0,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n003727.jpg,1,n003727
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n003666.jpg,1,n003666
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n003727__0010_01.png,1,n003727
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n006460.jpg,1,n006460
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005591__0451_03.png,1,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001774.jpg,1,n001774
./detector_dataset\genuine\extra__n004168__0338_04.jpg,0,n004168
./detector_dataset\adversarial\FGSM__eps_0_010__n004934__0069_01.png,1,n004934
./detector_dataset\genuine\extra__n003666__0201_01.jpg,0,n003666
./detector_dataset\adversarial\FGSM__eps_0_005__n001104__0113_01.png,1,n001104
./detector_dataset\genuine\orig__n009216__0198_02.jpg,0,n009216
./detector_dataset\adversarial\FGSM__eps_0_005__n000973__0184_01.png,1,n000973
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n003878.jpg,1,n003878
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001693__0607_01.png,1,n001693
./detector_dataset\genuine\extra__n002694__0307_02.jpg,0,n002694
./detector_dataset\genuine\extra__n009216__0113_01.jpg,0,n009216
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002710__0257_01.png,1,n002710
./detector_dataset\genuine\extra__n001266__0098_03.jpg,0,n001266
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n004168.jpg,1,n004168
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n002972__0010_01.png,1,n002972
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n009216__0394_01.png,1,n009216
./detector_dataset\genuine\extra__n009216__0213_01.jpg,0,n009216
./detector_dataset\genuine\orig__n005884__0168_01.jpg,0,n005884
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003376__0069_01.png,1,n003376
./detector_dataset\adversarial\FGSM__eps_0_100__n005067__0165_02.png,1,n005067
./detector_dataset\genuine\extra__n001104__0277_03.jpg,0,n001104
./detector_dataset\genuine\extra__n006618__0109_01.jpg,0,n006618
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n002710.jpg,1,n002710
./detector_dataset\genuine\extra__n000915__0213_01.jpg,0,n000915
./detector_dataset\genuine\extra__n003500__0193_01.jpg,0,n003500
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n005106.jpg,1,n005106
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n006460__0273_01.png,1,n006460
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n000973__0010_01.png,1,n000973
./detector_dataset\genuine\extra__n003045__0039_04.jpg,0,n003045
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001266__0184_01.png,1,n001266
./detector_dataset\adversarial\FGSM__eps_0_005__n008360__0089_01.png,1,n008360
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n003181.jpg,1,n003181
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n000100__0115_01.png,1,n000100
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n004530__0168_01.jpg,1,n004530
./detector_dataset\genuine\extra__n006618__0115_01.jpg,0,n006618
./detector_dataset\genuine\orig__n003727__0257_01.jpg,0,n003727
./detector_dataset\genuine\orig__n001512__0251_01.jpg,0,n001512
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n002972__0089_01.png,1,n002972
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001511__0294_01.jpg,1,n001511
./detector_dataset\genuine\extra__n004168__0151_01.jpg,0,n004168
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n008245__0089_01.png,1,n008245
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n001432.jpg,1,n001432
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n000879.jpg,1,n000879
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n001432.jpg,1,n001432
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001104__0032_01.jpg,1,n001104
./detector_dataset\genuine\orig__n007995__0168_01.jpg,0,n007995
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n009216.jpg,1,n009216
./detector_dataset\genuine\extra__n008245__0151_01.jpg,0,n008245
./detector_dataset\genuine\extra__n004934__0224_02.jpg,0,n004934
./detector_dataset\genuine\orig__n001638__0102_01.jpg,0,n001638
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n002694.jpg,1,n002694
./detector_dataset\genuine\extra__n008245__0220_01.jpg,0,n008245
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n000973.jpg,1,n000973
./detector_dataset\adversarial\FGSM__eps_0_005__n002694__0115_01.png,1,n002694
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n008360__0212_03.jpg,1,n008360
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n009271.jpg,1,n009271
./detector_dataset\genuine\extra__n001112__0198_01.jpg,0,n001112
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n001693__0010_01.png,1,n001693
./detector_dataset\genuine\extra__n006618__0138_03.jpg,0,n006618
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n005438__0293_01.png,1,n005438
./detector_dataset\genuine\extra__n001638__0302_01.jpg,0,n001638
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n003376__0168_01.png,1,n003376
./detector_dataset\genuine\extra__n001693__0511_02.jpg,0,n001693
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n003444.jpg,1,n003444
./detector_dataset\genuine\orig__n006460__0184_01.jpg,0,n006460
./detector_dataset\genuine\orig__n003376__0303_03.jpg,0,n003376
./detector_dataset\genuine\extra__n002918__0061_01.jpg,0,n002918
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n000227__0496_01.png,1,n000227
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n003806.jpg,1,n003806
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n001116__0294_01.jpg,1,n001116
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n004168.jpg,1,n004168
./detector_dataset\adversarial\FGSM__eps_0_005__n005106__0257_01.png,1,n005106
